contract_ref,contract_name,exhibit,setting,covered_entity,code_type,procedure_code,description,methodology_code,rate_basis,base_year,percentage,rvu,conversion_factor,units_note,allowed_2025,allowed_2026
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,43820,"Digestive / GI procedure, code 43820 (specimen)",RBRVS,130% MPFS,2025,130,15.37,32.7442,,654.26,673.89
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,43860,"Digestive / GI procedure, code 43860 (specimen)",RBRVS,130% MPFS,2025,130,12.07,32.7442,,513.79,529.20
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,43900,"Digestive / GI procedure, code 43900 (specimen)",RBRVS,130% MPFS,2025,130,20.52,32.7442,,873.48,899.68
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,43940,"Digestive / GI procedure, code 43940 (specimen)",RBRVS,130% MPFS,2025,130,14.41,32.7442,,613.40,631.80
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,43980,"Digestive / GI procedure, code 43980 (specimen)",RBRVS,130% MPFS,2025,130,7.26,32.7442,,309.04,318.31
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44020,"Digestive / GI procedure, code 44020 (specimen)",RBRVS,130% MPFS,2025,130,4.45,32.7442,,189.43,195.11
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44060,"Digestive / GI procedure, code 44060 (specimen)",RBRVS,130% MPFS,2025,130,15.52,32.7442,,660.65,680.47
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44100,"Digestive / GI procedure, code 44100 (specimen)",RBRVS,130% MPFS,2025,130,25.25,32.7442,,1074.83,1107.07
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44140,"Digestive / GI procedure, code 44140 (specimen)",RBRVS,130% MPFS,2025,130,15.02,32.7442,,639.36,658.54
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44180,"Digestive / GI procedure, code 44180 (specimen)",RBRVS,130% MPFS,2025,130,24.91,32.7442,,1060.36,1092.17
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44220,"Digestive / GI procedure, code 44220 (specimen)",RBRVS,130% MPFS,2025,130,21.12,32.7442,,899.02,925.99
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44260,"Digestive / GI procedure, code 44260 (specimen)",RBRVS,130% MPFS,2025,130,19.94,32.7442,,848.80,874.26
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44300,"Digestive / GI procedure, code 44300 (specimen)",RBRVS,130% MPFS,2025,130,10.37,32.7442,,441.42,454.66
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44340,"Digestive / GI procedure, code 44340 (specimen)",RBRVS,130% MPFS,2025,130,7.38,32.7442,,314.15,323.57
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44380,"Digestive / GI procedure, code 44380 (specimen)",RBRVS,130% MPFS,2025,130,17.92,32.7442,,762.81,785.69
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44420,"Digestive / GI procedure, code 44420 (specimen)",RBRVS,130% MPFS,2025,130,15.85,32.7442,,674.69,694.93
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44460,"Digestive / GI procedure, code 44460 (specimen)",RBRVS,130% MPFS,2025,130,6.04,32.7442,,257.11,264.82
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44500,"Digestive / GI procedure, code 44500 (specimen)",RBRVS,130% MPFS,2025,130,24.02,32.7442,,1022.47,1053.14
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44540,"Digestive / GI procedure, code 44540 (specimen)",RBRVS,130% MPFS,2025,130,13.3,32.7442,,566.15,583.13
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44580,"Digestive / GI procedure, code 44580 (specimen)",RBRVS,130% MPFS,2025,130,4.81,32.7442,,204.75,210.89
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44620,"Digestive / GI procedure, code 44620 (specimen)",RBRVS,130% MPFS,2025,130,23.38,32.7442,,995.23,1025.09
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44660,"Digestive / GI procedure, code 44660 (specimen)",RBRVS,130% MPFS,2025,130,23.78,32.7442,,1012.25,1042.62
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44700,"Digestive / GI procedure, code 44700 (specimen)",RBRVS,130% MPFS,2025,130,20.87,32.7442,,888.38,915.03
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44740,"Digestive / GI procedure, code 44740 (specimen)",RBRVS,130% MPFS,2025,130,25.78,32.7442,,1097.39,1130.31
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44780,"Digestive / GI procedure, code 44780 (specimen)",RBRVS,130% MPFS,2025,130,20.65,32.7442,,879.02,905.39
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44820,"Digestive / GI procedure, code 44820 (specimen)",RBRVS,130% MPFS,2025,130,18.22,32.7442,,775.58,798.85
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44860,"Digestive / GI procedure, code 44860 (specimen)",RBRVS,130% MPFS,2025,130,20.61,32.7442,,877.32,903.64
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44900,"Digestive / GI procedure, code 44900 (specimen)",RBRVS,130% MPFS,2025,130,11.24,32.7442,,478.46,492.81
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44940,"Digestive / GI procedure, code 44940 (specimen)",RBRVS,130% MPFS,2025,130,17.49,32.7442,,744.50,766.84
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,44980,"Digestive / GI procedure, code 44980 (specimen)",RBRVS,130% MPFS,2025,130,3.66,32.7442,,155.80,160.47
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45020,"Digestive / GI procedure, code 45020 (specimen)",RBRVS,130% MPFS,2025,130,25.82,32.7442,,1099.09,1132.06
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45060,"Digestive / GI procedure, code 45060 (specimen)",RBRVS,130% MPFS,2025,130,14.52,32.7442,,618.08,636.62
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45100,"Digestive / GI procedure, code 45100 (specimen)",RBRVS,130% MPFS,2025,130,7.23,32.7442,,307.76,316.99
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45140,"Digestive / GI procedure, code 45140 (specimen)",RBRVS,130% MPFS,2025,130,7.08,32.7442,,301.38,310.42
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45180,"Digestive / GI procedure, code 45180 (specimen)",RBRVS,130% MPFS,2025,130,9.43,32.7442,,401.41,413.45
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45220,"Digestive / GI procedure, code 45220 (specimen)",RBRVS,130% MPFS,2025,130,11.75,32.7442,,500.17,515.18
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45260,"Digestive / GI procedure, code 45260 (specimen)",RBRVS,130% MPFS,2025,130,6.06,32.7442,,257.96,265.70
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45300,"Digestive / GI procedure, code 45300 (specimen)",RBRVS,130% MPFS,2025,130,22.36,32.7442,,951.81,980.36
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45340,"Digestive / GI procedure, code 45340 (specimen)",RBRVS,130% MPFS,2025,130,11.45,32.7442,,487.40,502.02
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45380,"Digestive / GI procedure, code 45380 (specimen)",RBRVS,130% MPFS,2025,130,12.63,32.7442,,537.63,553.76
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45420,"Digestive / GI procedure, code 45420 (specimen)",RBRVS,130% MPFS,2025,130,23.7,32.7442,,1008.85,1039.12
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45460,"Digestive / GI procedure, code 45460 (specimen)",RBRVS,130% MPFS,2025,130,23.25,32.7442,,989.69,1019.38
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45500,"Digestive / GI procedure, code 45500 (specimen)",RBRVS,130% MPFS,2025,130,17.35,32.7442,,738.55,760.71
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45540,"Digestive / GI procedure, code 45540 (specimen)",RBRVS,130% MPFS,2025,130,23.55,32.7442,,1002.46,1032.53
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45580,"Digestive / GI procedure, code 45580 (specimen)",RBRVS,130% MPFS,2025,130,19.29,32.7442,,821.13,845.76
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45620,"Digestive / GI procedure, code 45620 (specimen)",RBRVS,130% MPFS,2025,130,14.36,32.7442,,611.27,629.61
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45660,"Digestive / GI procedure, code 45660 (specimen)",RBRVS,130% MPFS,2025,130,13.06,32.7442,,555.93,572.61
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45700,"Digestive / GI procedure, code 45700 (specimen)",RBRVS,130% MPFS,2025,130,10.86,32.7442,,462.28,476.15
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45740,"Digestive / GI procedure, code 45740 (specimen)",RBRVS,130% MPFS,2025,130,15.78,32.7442,,671.71,691.86
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45780,"Digestive / GI procedure, code 45780 (specimen)",RBRVS,130% MPFS,2025,130,23.38,32.7442,,995.23,1025.09
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45820,"Digestive / GI procedure, code 45820 (specimen)",RBRVS,130% MPFS,2025,130,9.37,32.7442,,398.86,410.83
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45860,"Digestive / GI procedure, code 45860 (specimen)",RBRVS,130% MPFS,2025,130,19.48,32.7442,,829.21,854.09
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45900,"Digestive / GI procedure, code 45900 (specimen)",RBRVS,130% MPFS,2025,130,10.21,32.7442,,434.61,447.65
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45940,"Digestive / GI procedure, code 45940 (specimen)",RBRVS,130% MPFS,2025,130,5.79,32.7442,,246.47,253.86
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,45980,"Digestive / GI procedure, code 45980 (specimen)",RBRVS,130% MPFS,2025,130,3.78,32.7442,,160.90,165.73
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46020,"Digestive / GI procedure, code 46020 (specimen)",RBRVS,130% MPFS,2025,130,4.23,32.7442,,180.06,185.46
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46060,"Digestive / GI procedure, code 46060 (specimen)",RBRVS,130% MPFS,2025,130,25.16,32.7442,,1071.00,1103.13
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46100,"Digestive / GI procedure, code 46100 (specimen)",RBRVS,130% MPFS,2025,130,25.91,32.7442,,1102.92,1136.01
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46140,"Digestive / GI procedure, code 46140 (specimen)",RBRVS,130% MPFS,2025,130,21.12,32.7442,,899.02,925.99
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46180,"Digestive / GI procedure, code 46180 (specimen)",RBRVS,130% MPFS,2025,130,25.2,32.7442,,1072.70,1104.88
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46220,"Digestive / GI procedure, code 46220 (specimen)",RBRVS,130% MPFS,2025,130,4.15,32.7442,,176.65,181.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46260,"Digestive / GI procedure, code 46260 (specimen)",RBRVS,130% MPFS,2025,130,15.22,32.7442,,647.88,667.32
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46300,"Digestive / GI procedure, code 46300 (specimen)",RBRVS,130% MPFS,2025,130,15.57,32.7442,,662.78,682.66
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46340,"Digestive / GI procedure, code 46340 (specimen)",RBRVS,130% MPFS,2025,130,12.91,32.7442,,549.55,566.04
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46380,"Digestive / GI procedure, code 46380 (specimen)",RBRVS,130% MPFS,2025,130,4.66,32.7442,,198.36,204.31
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46420,"Digestive / GI procedure, code 46420 (specimen)",RBRVS,130% MPFS,2025,130,24.71,32.7442,,1051.84,1083.40
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46460,"Digestive / GI procedure, code 46460 (specimen)",RBRVS,130% MPFS,2025,130,24.41,32.7442,,1039.07,1070.24
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46500,"Digestive / GI procedure, code 46500 (specimen)",RBRVS,130% MPFS,2025,130,8.27,32.7442,,352.03,362.59
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46540,"Digestive / GI procedure, code 46540 (specimen)",RBRVS,130% MPFS,2025,130,5.82,32.7442,,247.74,255.17
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46580,"Digestive / GI procedure, code 46580 (specimen)",RBRVS,130% MPFS,2025,130,8.81,32.7442,,375.02,386.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46620,"Digestive / GI procedure, code 46620 (specimen)",RBRVS,130% MPFS,2025,130,25.38,32.7442,,1080.36,1112.77
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46660,"Digestive / GI procedure, code 46660 (specimen)",RBRVS,130% MPFS,2025,130,7.32,32.7442,,311.59,320.94
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46700,"Digestive / GI procedure, code 46700 (specimen)",RBRVS,130% MPFS,2025,130,6.46,32.7442,,274.99,283.24
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46740,"Digestive / GI procedure, code 46740 (specimen)",RBRVS,130% MPFS,2025,130,6.5,32.7442,,276.69,284.99
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46780,"Digestive / GI procedure, code 46780 (specimen)",RBRVS,130% MPFS,2025,130,6.0,32.7442,,255.40,263.06
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46820,"Digestive / GI procedure, code 46820 (specimen)",RBRVS,130% MPFS,2025,130,22.65,32.7442,,964.15,993.07
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46860,"Digestive / GI procedure, code 46860 (specimen)",RBRVS,130% MPFS,2025,130,6.08,32.7442,,258.81,266.57
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone General (OP),CPT,46900,"Digestive / GI procedure, code 46900 (specimen)",RBRVS,130% MPFS,2025,130,3.81,32.7442,,162.18,167.05
